,Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
26738,17,male,group C,some high school,standard,none,60,59,55
26739,18,female,group A,some college,standard,none,48,44,45
26740,19,male,group E,some college,standard,none,66,51,54
26741,20,male,group B,some high school,free/reduced,completed,50,41,41
26742,21,female,group B,associate's degree,standard,none,64,64,69
26743,22,male,group E,some college,standard,none,82,71,66
26744,23,female,group D,some high school,standard,none,50,58,57
26745,24,male,group C,bachelor's degree,standard,none,56,62,57
26746,25,female,group D,bachelor's degree,free/reduced,completed,56,74,82
26747,26,male,group D,some college,standard,completed,65,61,66
26748,27,male,group C,some college,free/reduced,completed,72,69,72
26749,28,female,group D,some high school,standard,completed,52,64,63
26750,29,female,group C,some high school,standard,completed,72,78,76
26751,30,male,group D,some college,free/reduced,none,56,63,57
26752,31,female,group E,some college,standard,completed,63,77,77
26753,32,male,group B,associate's degree,standard,none,66,72,65
26754,33,female,group C,bachelor's degree,free/reduced,none,68,77,76
26755,34,male,group C,some high school,standard,none,69,56,56
26756,35,male,group E,associate's degree,standard,none,65,64,62
26757,36,male,group E,master's degree,free/reduced,none,70,61,65
26758,37,male,group C,some high school,free/reduced,completed,46,43,43
26759,38,female,group B,some college,standard,none,65,74,80
26760,39,female,group D,high school,standard,completed,86,89,90
26761,40,male,group C,high school,standard,none,54,50,41
26762,41,male,group D,some high school,free/reduced,none,67,71,66
26763,42,female,group B,associate's degree,free/reduced,completed,50,68,71
26764,43,female,group D,some college,standard,none,71,80,82
26765,44,female,group D,some college,free/reduced,none,72,85,80
26766,45,female,group A,some high school,free/reduced,none,58,64,59
26767,46,male,group D,some college,free/reduced,completed,63,71,66
26768,47,male,group C,associate's degree,standard,none,56,58,52
26769,48,male,group A,some college,standard,none,70,73,67
26770,49,male,group C,some high school,free/reduced,completed,48,64,56
26771,50,male,group D,bachelor's degree,standard,none,75,66,65
26772,51,female,group B,high school,free/reduced,none,56,67,63
26773,52,female,group B,associate's degree,standard,none,78,86,84
26774,53,female,group B,master's degree,free/reduced,none,59,77,75
26775,54,male,group E,master's degree,free/reduced,none,96,86,87
26776,56,female,group E,bachelor's degree,standard,none,91,90,92
26777,57,male,group C,some high school,standard,completed,78,72,73
26778,58,male,group C,some high school,standard,none,40,40,40
26779,60,female,group C,some college,standard,completed,60,71,73
26780,61,male,group D,high school,standard,completed,63,62,60
26781,62,female,group D,some college,standard,none,80,92,89
26782,63,male,group D,some high school,free/reduced,none,56,60,58
26783,64,female,group A,high school,standard,none,38,52,49
26784,65,female,group C,some high school,standard,none,44,43,45
26785,66,female,group D,high school,standard,none,86,95,95
26786,67,female,group D,high school,free/reduced,completed,26,31,42
26787,68,male,group E,some high school,free/reduced,none,83,85,73
26788,69,female,group D,associate's degree,standard,completed,77,89,94
26789,70,male,group B,some high school,free/reduced,completed,41,50,43
26790,71,female,group C,master's degree,free/reduced,none,58,62,65
26791,72,female,group C,high school,standard,completed,70,86,89
26792,73,female,group E,master's degree,free/reduced,completed,86,83,91
26793,74,female,group B,high school,standard,none,70,75,73
26794,75,female,group B,high school,standard,none,46,63,58
26795,76,female,group B,some college,standard,completed,59,62,66
26796,77,male,group C,some high school,free/reduced,completed,71,75,73
26797,78,female,group D,associate's degree,standard,completed,80,89,87
26798,79,male,group C,some high school,free/reduced,none,47,46,42
26799,80,female,group C,high school,standard,none,60,65,61
26800,81,male,group B,associate's degree,standard,none,81,80,82
26801,82,male,group B,some high school,standard,none,73,62,57
26802,83,male,group E,high school,free/reduced,none,75,68,58
26803,84,female,group C,some high school,standard,none,53,69,61
26804,85,female,group C,some high school,standard,none,77,80,82
26805,86,male,group B,associate's degree,standard,none,69,63,65
26806,87,female,group D,some college,standard,completed,55,68,67
26807,88,female,group A,associate's degree,standard,none,70,83,81
26808,89,male,group C,high school,standard,completed,92,84,77
26809,90,male,group B,some high school,standard,none,72,64,57
26810,91,female,group E,some high school,standard,none,69,69,61
26811,92,male,group D,master's degree,standard,none,83,67,65
26812,93,female,group C,high school,standard,none,44,56,54
26813,94,male,group B,some college,standard,completed,76,72,72
26814,95,male,group E,bachelor's degree,standard,none,88,83,80
26815,96,female,group D,associate's degree,standard,none,67,67,67
26816,97,male,group C,some high school,standard,completed,77,77,67
26817,98,female,group C,high school,free/reduced,none,55,71,70
26818,99,female,group E,associate's degree,standard,none,62,58,62
26819,100,male,group D,some college,standard,none,74,74,71
26820,101,female,group C,bachelor's degree,standard,none,80,84,82
26821,102,female,group C,some college,standard,completed,85,100,99
26822,103,female,group C,high school,free/reduced,none,53,73,68
26823,104,female,group E,some college,free/reduced,completed,77,73,81
26824,105,male,group C,associate's degree,standard,none,77,64,65
26825,106,female,group B,bachelor's degree,standard,none,56,75,70
26826,107,female,group E,some high school,free/reduced,completed,40,59,52
26827,108,male,group B,associate's degree,standard,completed,66,59,54
26828,109,female,group C,associate's degree,free/reduced,none,71,81,79
26829,110,female,group C,some high school,free/reduced,none,53,63,61
26830,111,male,group C,some college,standard,none,62,58,62
26831,112,female,group D,some college,free/reduced,none,56,64,68
26832,113,female,group B,some high school,free/reduced,none,44,49,47
26833,114,male,group D,some college,standard,none,88,82,82
26834,115,female,group D,master's degree,standard,none,70,66,76
26835,116,male,group C,some college,standard,none,66,61,58
26836,117,female,group D,some high school,standard,none,61,61,70
26837,118,male,group D,bachelor's degree,free/reduced,none,52,61,61
26838,119,male,group E,associate's degree,free/reduced,completed,86,82,87
26839,120,female,group D,bachelor's degree,standard,none,74,90,90
26840,121,male,group E,some college,standard,completed,74,67,75
26841,122,male,group D,some college,free/reduced,none,80,75,78
26842,123,male,group A,associate's degree,free/reduced,none,28,29,26
26843,124,female,group B,some college,free/reduced,completed,48,58,61
26844,125,male,group C,master's degree,free/reduced,completed,65,57,58
26845,126,male,group E,some college,free/reduced,none,61,57,50
26846,127,male,group C,some high school,free/reduced,none,80,70,67
26847,128,male,group D,bachelor's degree,free/reduced,completed,57,60,59
26848,129,female,group D,associate's degree,free/reduced,none,50,71,70
26849,130,female,group E,high school,standard,none,62,62,62
26850,131,female,group C,bachelor's degree,standard,completed,73,82,86
26851,132,male,group D,associate's degree,standard,none,68,66,69
26852,133,male,group C,some high school,free/reduced,none,68,69,56
26853,134,female,group B,some high school,free/reduced,none,57,70,62
26854,135,male,group C,bachelor's degree,free/reduced,none,34,31,31
26855,136,male,group D,associate's degree,free/reduced,none,73,57,63
26856,137,female,group B,some college,standard,completed,82,84,93
26857,138,male,group E,some high school,standard,none,76,74,67
26858,139,male,group E,some college,standard,none,71,64,62
26859,140,male,group D,some college,standard,none,86,88,89
26860,141,female,group C,bachelor's degree,standard,none,42,45,47
26861,142,male,group C,some college,standard,completed,77,88,90
26862,143,male,group E,some high school,standard,none,72,64,54
26863,144,female,group A,associate's degree,standard,none,57,74,68
26864,145,female,group D,some high school,standard,none,83,89,87
26865,146,female,group C,some high school,standard,completed,68,71,70
26866,147,male,group D,associate's degree,standard,none,70,64,61
26867,148,female,group B,high school,standard,completed,66,84,87
26868,150,female,group E,high school,free/reduced,none,67,69,68
26869,151,female,group C,master's degree,free/reduced,none,50,50,55
26870,152,female,group C,high school,standard,none,59,58,60
26871,153,male,group E,some college,standard,completed,84,78,69
26872,154,male,group E,some high school,standard,none,72,70,68
26873,155,male,group B,master's degree,free/reduced,none,63,77,64
26874,156,male,group D,some high school,free/reduced,completed,61,71,75
26875,157,male,group B,some college,free/reduced,none,55,60,53
26876,158,male,group D,associate's degree,standard,completed,65,60,58
26877,159,male,group E,some high school,standard,none,94,79,77
26878,160,male,group C,some college,standard,none,82,79,70
26879,161,female,group C,some college,standard,completed,82,85,88
26880,162,male,group A,bachelor's degree,standard,none,68,72,66
26881,164,female,group B,associate's degree,standard,none,57,78,73
26882,165,male,group D,some high school,standard,completed,78,71,80
26883,166,male,group A,high school,standard,completed,58,62,59
26884,167,male,group E,high school,standard,none,74,68,66
26885,168,male,group D,some college,standard,none,53,51,51
26886,169,female,group C,some high school,standard,completed,74,86,90
26887,170,female,group C,some college,standard,none,65,65,71
26888,171,female,group C,master's degree,standard,none,45,58,60
26889,172,male,group B,associate's degree,standard,none,67,62,57
26890,173,male,group D,associate's degree,standard,completed,99,100,100
26891,174,female,group E,master's degree,standard,completed,83,86,94
26892,175,female,group C,associate's degree,standard,none,87,100,100
26893,176,male,group B,bachelor's degree,free/reduced,completed,73,68,69
26894,177,female,group E,some high school,standard,none,64,69,66
26895,178,male,group C,associate's degree,free/reduced,completed,87,89,85
26896,179,male,group D,high school,standard,none,84,73,74
26897,180,female,group C,some high school,standard,none,48,53,55
26898,181,male,group C,some high school,standard,none,76,67,69
26899,182,female,group E,master's degree,standard,none,87,91,88
26900,183,male,group C,some high school,standard,completed,83,78,71
26901,184,male,group B,some college,standard,none,45,40,39
26902,185,female,group D,associate's degree,standard,none,50,55,62
26903,186,male,group D,master's degree,standard,completed,80,83,80
26904,187,female,group C,high school,free/reduced,none,64,58,62
26905,188,male,group E,bachelor's degree,standard,completed,100,80,80
26906,189,male,group C,high school,free/reduced,none,42,49,43
26907,190,male,group B,associate's degree,free/reduced,none,63,54,51
26908,191,male,group C,high school,standard,completed,94,91,89
26909,192,female,group B,some college,free/reduced,none,22,40,35
26910,193,female,group C,high school,standard,none,86,93,94
26911,194,male,group C,some high school,standard,none,89,83,73
26912,195,female,group B,some high school,standard,none,69,76,71
26913,196,female,group E,some high school,standard,completed,87,76,86
26914,197,female,group D,some college,standard,none,83,91,92
26915,198,male,group D,some high school,free/reduced,none,44,43,37
26916,199,male,group D,high school,standard,none,84,75,76
26917,200,female,group C,some college,free/reduced,none,60,76,72
26918,201,male,group D,associate's degree,standard,none,92,88,88
26919,202,female,group D,associate's degree,free/reduced,none,70,69,74
26920,203,female,group C,some high school,free/reduced,none,45,73,67
26921,204,male,group D,some high school,free/reduced,completed,63,64,55
26922,205,male,group E,some high school,standard,none,71,73,67
26923,206,female,group C,bachelor's degree,standard,none,65,67,69
26924,207,male,group D,some college,standard,none,72,64,57
26925,208,male,group B,associate's degree,standard,completed,57,54,60
26926,209,female,group B,high school,standard,none,51,56,53
26927,210,female,group C,master's degree,free/reduced,none,69,90,86
26928,211,female,group D,some high school,standard,none,48,66,66
26929,212,male,group B,some college,free/reduced,completed,64,71,71
26930,213,male,group B,some high school,standard,none,58,53,44
26931,214,male,group E,high school,standard,none,64,48,50
26932,215,female,group D,some college,standard,none,84,77,88
26933,216,female,group C,some college,standard,none,57,66,65
26934,217,female,group B,some high school,standard,none,74,80,74
26935,218,male,group B,high school,free/reduced,none,45,49,35
26936,220,female,group C,bachelor's degree,free/reduced,none,65,76,75
26937,221,female,group C,high school,standard,none,71,74,73
26938,222,female,group E,high school,standard,none,76,80,74
26939,223,female,group A,bachelor's degree,standard,none,51,63,57
26940,224,male,group C,some high school,standard,none,76,72,67
26941,225,female,group B,high school,free/reduced,none,67,69,66
26942,226,male,group C,some college,free/reduced,completed,45,48,47
26943,227,male,group C,some high school,standard,none,68,65,62
26944,228,female,group D,bachelor's degree,standard,none,63,68,69
26945,229,male,group D,some college,standard,none,82,67,73
26946,230,male,group D,some high school,free/reduced,none,26,16,22
26947,231,female,group E,bachelor's degree,free/reduced,none,63,66,66
26948,232,male,group B,master's degree,standard,none,69,68,68
26949,233,male,group C,associate's degree,standard,none,73,81,77
26950,234,female,group D,associate's degree,standard,none,80,84,92
26951,235,female,group D,some high school,standard,none,50,62,59
26952,236,male,group B,some college,free/reduced,completed,68,67,66
26953,237,female,group C,high school,free/reduced,none,66,78,74
26954,238,male,group E,associate's degree,standard,none,100,77,74
26955,239,male,group B,some college,standard,none,71,78,71
26956,240,female,group E,associate's degree,free/reduced,none,67,75,67
26957,242,female,group E,some high school,standard,completed,65,61,63
26958,243,male,group C,high school,free/reduced,completed,32,31,32
26959,244,female,group C,some college,free/reduced,none,39,57,53
26960,245,male,group C,high school,standard,completed,78,70,68
26961,246,female,group C,some high school,standard,none,33,29,30
26962,247,male,group D,high school,standard,none,86,80,73
26963,248,female,group D,associate's degree,standard,completed,71,86,89
26964,249,male,group E,high school,free/reduced,none,69,63,54
26965,250,male,group A,master's degree,standard,none,80,76,73
26966,251,female,group D,some high school,standard,completed,84,92,93
26967,252,male,group C,associate's degree,standard,none,70,65,63
26968,253,female,group C,some college,standard,completed,86,90,87
26969,254,female,group D,some college,free/reduced,none,53,66,68
26970,255,male,group D,some college,free/reduced,none,51,53,51
26971,256,male,group B,high school,free/reduced,none,54,60,47
26972,257,female,group C,some high school,free/reduced,completed,36,49,47
26973,258,male,group C,some college,free/reduced,none,56,57,48
26974,259,male,group C,high school,free/reduced,completed,47,52,52
26975,260,male,group E,high school,standard,none,88,83,80
26976,261,female,group D,some high school,free/reduced,none,44,60,52
26977,262,male,group C,some high school,standard,none,62,61,51
26978,263,male,group B,high school,free/reduced,completed,46,54,54
26979,264,male,group B,master's degree,free/reduced,completed,65,56,59
26980,265,male,group B,associate's degree,free/reduced,none,56,50,47
26981,266,female,group E,associate's degree,standard,none,87,97,90
26982,267,female,group D,master's degree,standard,none,51,59,58
26983,268,male,group D,some college,standard,completed,76,78,77
26984,269,male,group C,some high school,standard,completed,75,85,77
26985,270,male,group D,some high school,standard,none,64,64,68
26986,271,female,group E,some high school,free/reduced,completed,67,72,75
26987,272,female,group C,some high school,free/reduced,completed,82,88,82
26988,273,female,group B,high school,free/reduced,completed,50,68,69
26989,274,male,group D,some college,standard,completed,71,75,73
26990,275,female,group A,some college,standard,none,44,59,59
26991,276,male,group B,associate's degree,standard,none,76,72,77
26992,277,male,group C,some high school,standard,completed,76,72,74
26993,278,female,group C,bachelor's degree,standard,none,77,73,79
26994,279,female,group B,associate's degree,standard,completed,65,79,81
26995,280,male,group C,high school,standard,none,68,53,48
26996,281,male,group B,high school,standard,none,62,56,47
26997,282,female,group B,master's degree,standard,none,66,66,70
26998,283,female,group D,some high school,free/reduced,none,67,74,73
26999,284,female,group D,associate's degree,free/reduced,completed,44,57,64
27000,285,female,group B,some high school,standard,completed,58,78,78
27001,286,male,group B,some college,standard,none,60,47,41
27002,287,female,group B,some college,standard,completed,75,82,83
27003,288,male,group B,some high school,standard,none,69,72,65
27004,289,female,group D,master's degree,standard,none,53,68,69
27005,290,male,group C,master's degree,standard,none,71,61,63
27006,291,male,group B,master's degree,free/reduced,none,74,73,70
27007,292,female,group D,high school,standard,none,71,77,80
27008,293,female,group C,some high school,standard,none,55,68,56
27009,294,female,group D,some college,standard,none,68,64,75
27010,295,female,group E,high school,free/reduced,none,54,71,66
27011,296,male,group C,associate's degree,free/reduced,none,70,58,57
27012,297,female,group E,some high school,free/reduced,none,56,61,55
27013,298,female,group B,some college,free/reduced,completed,76,95,90
27014,299,male,group C,some high school,free/reduced,none,53,73,63
27015,300,female,group E,some high school,standard,completed,92,87,93
27016,301,male,group A,some high school,free/reduced,none,67,54,49
27017,302,female,group C,high school,standard,completed,61,71,74
27018,303,male,group C,master's degree,standard,none,75,58,57
27019,304,female,group B,high school,free/reduced,completed,31,41,44
27020,305,female,group D,high school,standard,completed,91,100,100
27021,306,female,group E,master's degree,free/reduced,completed,76,83,84
27022,308,male,group A,high school,standard,none,74,75,63
27023,309,female,group A,bachelor's degree,standard,completed,71,82,91
27024,310,male,group B,bachelor's degree,standard,none,73,68,69
27025,311,male,group D,associate's degree,standard,none,95,92,83
27026,312,female,group C,some high school,free/reduced,none,38,52,42
27027,313,female,group A,high school,free/reduced,none,35,44,46
27028,314,male,group C,some high school,free/reduced,none,37,45,41
27029,315,female,group C,some high school,standard,none,87,97,90
27030,316,female,group C,bachelor's degree,standard,completed,100,100,100
27031,317,male,group A,some college,standard,none,49,53,41
27032,318,female,group C,bachelor's degree,standard,none,43,50,46
27033,319,male,group B,associate's degree,standard,completed,79,79,74
27034,320,female,group C,some high school,standard,none,68,79,73
27035,321,female,group B,some high school,standard,none,59,57,61
27036,322,male,group C,some college,standard,none,59,64,61
27037,323,male,group D,associate's degree,standard,none,59,53,58
27038,324,male,group C,some college,standard,completed,62,64,61
27039,325,male,group C,bachelor's degree,standard,completed,71,63,69
27040,326,male,group D,associate's degree,standard,completed,72,71,69
27041,327,male,group D,bachelor's degree,free/reduced,none,72,69,67
27042,328,female,group D,high school,standard,none,59,63,71
27043,329,male,group A,high school,free/reduced,none,46,38,31
27044,330,male,group A,bachelor's degree,standard,none,78,81,78
27045,331,female,group B,some college,free/reduced,none,41,56,52
27046,332,male,group E,high school,standard,completed,88,91,80
27047,333,male,group C,some college,standard,none,78,76,77
27048,334,female,group D,some high school,standard,none,34,46,43
27049,335,female,group A,high school,free/reduced,none,60,78,75
27050,336,male,group B,associate's degree,standard,completed,86,92,91
27051,337,male,group C,bachelor's degree,standard,completed,83,78,84
27052,338,female,group A,associate's degree,standard,none,63,66,66
27053,339,female,group B,some college,free/reduced,none,37,52,39
27054,340,male,group D,bachelor's degree,standard,none,93,83,84
27055,341,female,group D,high school,free/reduced,completed,62,76,79
27056,342,female,group B,high school,free/reduced,completed,29,51,48
27057,343,female,group D,some high school,standard,completed,41,57,50
27058,344,female,group E,some high school,standard,none,63,68,57
27059,345,female,group D,some college,free/reduced,none,37,52,55
27060,346,male,group C,associate's degree,standard,none,68,70,59
27061,347,female,group C,high school,standard,none,80,87,90
27062,348,female,group C,master's degree,free/reduced,none,71,84,79
27063,349,female,group C,high school,standard,completed,76,73,76
27064,350,female,group B,some college,standard,completed,64,82,80
27065,351,female,group B,master's degree,standard,none,82,99,100
27066,352,male,group C,some high school,standard,none,70,62,64
27067,353,male,group A,some college,free/reduced,none,73,64,57
27068,354,male,group A,associate's degree,standard,completed,77,85,82
27069,355,female,group B,some high school,free/reduced,none,51,69,60
27070,356,male,group C,associate's degree,standard,completed,58,59,56
27071,357,female,group D,some college,standard,none,54,64,67
27072,358,female,group D,bachelor's degree,standard,completed,83,86,88
27073,359,female,group C,some high school,standard,completed,76,87,86
27074,360,male,group B,associate's degree,free/reduced,completed,79,82,81
27075,361,male,group C,some high school,standard,none,70,65,64
27076,362,male,group A,associate's degree,standard,none,80,65,62
27077,363,female,group E,master's degree,free/reduced,none,74,81,79
27078,364,male,group E,some college,standard,none,83,75,73
27079,365,female,group D,some high school,free/reduced,none,44,56,53
27080,366,male,group A,some high school,standard,none,73,63,57
27081,367,male,group C,some college,standard,completed,67,80,80
27082,368,female,group B,associate's degree,standard,none,54,59,52
27083,369,male,group B,master's degree,standard,none,71,70,60
27084,370,female,group C,high school,standard,completed,51,71,73
27085,371,male,group E,bachelor's degree,standard,none,77,60,58
27086,372,male,group E,high school,standard,none,71,53,57
27087,373,female,group C,associate's degree,standard,none,49,54,61
27088,374,female,group E,high school,standard,none,62,58,59
27089,375,female,group B,high school,standard,none,61,76,69
27090,376,male,group C,high school,free/reduced,completed,59,65,57
27091,377,male,group C,high school,free/reduced,completed,47,52,49
27092,378,female,group D,high school,standard,none,81,75,75
27093,379,female,group C,bachelor's degree,standard,none,69,86,86
27094,380,male,group C,associate's degree,free/reduced,none,58,65,57
27095,381,female,group D,associate's degree,free/reduced,none,67,72,69
27096,382,female,group C,bachelor's degree,free/reduced,none,38,52,51
27097,383,female,group B,high school,standard,none,81,77,80
27098,384,male,group D,high school,standard,none,80,67,67
27099,385,female,group B,some college,standard,none,88,88,88
27100,386,male,group B,high school,standard,none,65,75,74
27101,387,male,group B,some high school,free/reduced,none,30,34,28
27102,388,male,group C,some high school,standard,none,86,91,84
27103,389,male,group D,high school,standard,none,84,79,73
27104,390,female,group E,associate's degree,free/reduced,none,68,66,74
27105,391,male,group A,associate's degree,standard,completed,45,41,36
27106,392,male,group E,bachelor's degree,standard,none,98,88,80
27107,393,male,group C,bachelor's degree,free/reduced,none,65,61,61
27108,394,male,group D,some high school,free/reduced,none,49,55,51
27109,395,male,group C,bachelor's degree,standard,completed,72,68,70
27110,396,female,group E,some high school,standard,none,85,78,73
27111,397,male,group C,some college,standard,completed,92,86,88
27112,398,male,group C,high school,standard,completed,68,74,69
27113,399,male,group B,some college,standard,none,75,65,61
27114,400,female,group C,master's degree,standard,none,55,59,68
27115,401,male,group C,some high school,free/reduced,none,69,53,51
27116,402,male,group C,bachelor's degree,standard,none,71,66,62
27117,403,female,group D,bachelor's degree,free/reduced,none,53,66,74
27118,404,male,group B,associate's degree,standard,completed,70,72,71
27119,405,female,group C,bachelor's degree,standard,none,56,57,55
27120,406,male,group B,high school,standard,none,88,74,75
27121,407,male,group D,some college,free/reduced,completed,83,80,83
27122,408,female,group D,high school,standard,none,61,68,66
27123,409,male,group D,associate's degree,standard,none,92,79,74
27124,410,male,group B,high school,standard,completed,55,61,58
27125,411,male,group E,master's degree,standard,none,90,74,75
27126,412,female,group A,bachelor's degree,standard,none,85,82,84
27127,413,female,group C,some high school,standard,none,64,71,70
27128,414,female,group B,bachelor's degree,standard,completed,73,75,80
27129,415,male,group E,high school,free/reduced,none,70,66,62
27130,416,female,group D,some college,standard,completed,52,55,60
27131,417,female,group B,high school,free/reduced,none,48,62,55
27132,419,male,group D,some high school,free/reduced,completed,66,72,72
27133,420,female,group B,high school,standard,none,65,66,73
27134,421,male,group D,some high school,free/reduced,completed,50,52,56
27135,422,female,group A,some college,standard,none,50,57,55
27136,423,male,group D,some high school,standard,none,67,63,62
27137,424,male,group C,master's degree,free/reduced,none,88,88,81
27138,425,female,group C,high school,free/reduced,none,27,41,34
27139,426,male,group C,high school,standard,none,24,21,12
27140,427,male,group D,some college,standard,none,58,57,51
27141,428,female,group C,some college,standard,none,63,73,66
27142,429,male,group B,associate's degree,free/reduced,none,50,44,49
27143,430,female,group C,some college,standard,none,82,92,93
27144,431,female,group A,associate's degree,standard,none,43,52,50
27145,432,female,group B,associate's degree,standard,none,65,70,68
27146,433,male,group A,some college,free/reduced,none,36,36,40
27147,434,female,group D,some high school,standard,none,54,56,52
27148,435,male,group B,high school,standard,none,61,67,60
27149,436,female,group D,some college,standard,none,58,74,73
27150,437,female,group B,high school,standard,completed,85,100,100
27151,438,male,group B,associate's degree,free/reduced,none,50,59,52
27152,439,male,group E,some high school,free/reduced,completed,81,78,83
27153,440,male,group C,some high school,free/reduced,completed,68,67,72
27154,441,female,group D,high school,standard,none,69,74,69
27155,442,female,group B,some college,free/reduced,none,59,67,66
27156,443,female,group C,some high school,free/reduced,none,56,72,68
27157,444,female,group B,bachelor's degree,standard,none,54,60,60
27158,445,female,group C,some college,free/reduced,none,40,65,56
27159,446,male,group A,associate's degree,standard,completed,66,58,62
27160,447,female,group C,some high school,standard,none,60,70,63
27161,448,female,group C,some high school,standard,none,83,89,82
27162,449,male,group A,some high school,standard,none,62,56,59
27163,450,male,group E,bachelor's degree,standard,completed,100,94,100
27164,451,male,group C,high school,free/reduced,none,49,41,32
27165,452,female,group B,bachelor's degree,standard,none,83,92,90
27166,453,male,group D,some college,standard,completed,76,86,83
27167,454,female,group B,bachelor's degree,standard,none,60,75,70
27168,455,male,group E,some college,standard,none,82,73,71
27169,456,male,group A,some college,standard,none,79,78,71
27170,457,male,group E,some college,standard,none,67,63,56
27171,458,female,group C,high school,free/reduced,completed,52,76,74
27172,459,female,group E,associate's degree,standard,completed,73,80,84
27173,460,female,group C,some college,standard,completed,70,77,79
27174,461,female,group C,high school,free/reduced,completed,61,72,72
27175,462,male,group C,high school,free/reduced,completed,60,73,67
27176,463,male,group A,some high school,free/reduced,none,47,39,37
27177,464,male,group E,high school,standard,none,78,77,71
27178,465,female,group C,master's degree,free/reduced,none,40,44,49
27179,466,male,group B,some college,free/reduced,completed,72,78,69
27180,467,male,group C,bachelor's degree,free/reduced,none,73,72,65
27181,468,female,group A,associate's degree,standard,none,92,91,90
27182,469,female,group C,associate's degree,standard,none,68,78,74
27183,470,male,group A,some college,free/reduced,none,60,62,59
27184,471,male,group D,associate's degree,free/reduced,completed,65,67,62
27185,472,male,group E,bachelor's degree,standard,completed,84,82,85
27186,473,male,group C,some college,standard,none,77,75,74
27187,474,male,group D,some college,standard,none,72,62,60
27188,475,female,group C,some high school,free/reduced,none,55,58,57
27189,476,female,group D,some high school,standard,none,56,67,65
27190,478,male,group D,high school,free/reduced,completed,55,53,59
27191,479,male,group D,bachelor's degree,standard,none,64,60,63
27192,480,male,group A,master's degree,standard,none,63,50,45
27193,481,female,group E,high school,standard,none,80,78,75
27194,482,male,group B,some college,free/reduced,completed,69,66,67
27195,483,male,group D,some college,standard,completed,77,78,78
27196,484,female,group C,master's degree,standard,none,68,77,81
27197,485,female,group C,associate's degree,standard,none,57,70,69
27198,486,female,group D,bachelor's degree,standard,none,68,85,89
27199,487,female,group D,bachelor's degree,standard,none,52,65,65
27200,488,female,group D,associate's degree,standard,none,58,70,70
27201,489,female,group D,master's degree,free/reduced,completed,62,72,80
27202,490,female,group C,some college,standard,none,10,27,25
27203,491,female,group C,some college,standard,none,55,68,65
27204,492,male,group B,high school,standard,completed,49,52,51
27205,493,female,group B,master's degree,standard,completed,74,83,87
27206,494,male,group C,some high school,standard,completed,72,71,74
27207,495,male,group C,some college,standard,completed,50,49,50
27208,496,female,group C,some high school,standard,completed,83,98,92
27209,497,male,group D,some college,standard,none,69,65,62
27210,498,male,group C,bachelor's degree,standard,completed,80,71,77
27211,499,male,group C,high school,standard,none,62,61,57
27212,500,female,group D,associate's degree,standard,none,65,69,73
27213,501,male,group A,high school,standard,none,57,47,45
27214,502,female,group E,master's degree,free/reduced,none,68,77,77
27215,503,male,group C,some high school,standard,none,53,50,45
27216,504,female,group D,some college,standard,none,67,73,74
27217,505,male,group E,bachelor's degree,standard,none,92,93,85
27218,506,female,group C,high school,standard,completed,68,83,86
27219,507,female,group D,associate's degree,free/reduced,none,76,87,86
27220,508,female,group C,some college,standard,none,54,58,54
27221,509,male,group D,some college,free/reduced,completed,62,63,58
27222,510,female,group D,high school,free/reduced,none,34,46,45
27223,511,female,group C,some college,standard,none,73,90,77
27224,512,male,group C,associate's degree,free/reduced,completed,88,88,83
27225,513,male,group C,high school,free/reduced,none,75,74,68
27226,514,female,group D,some high school,free/reduced,none,54,70,66
27227,515,male,group C,some college,free/reduced,completed,46,49,48
27228,516,male,group D,some college,standard,none,76,68,66
27229,517,male,group B,bachelor's degree,free/reduced,completed,86,81,82
27230,518,female,group C,master's degree,standard,completed,65,79,74
27231,519,female,group D,high school,standard,none,76,73,78
27232,520,female,group B,some college,standard,completed,65,82,82
27233,521,male,group B,some college,standard,none,74,70,66
27234,522,female,group E,some college,free/reduced,none,68,79,78
27235,523,male,group A,associate's degree,free/reduced,none,62,58,51
27236,524,male,group C,some high school,standard,none,81,68,66
27237,525,male,group D,some college,free/reduced,completed,61,65,62
27238,526,female,group C,some college,free/reduced,none,34,48,44
27239,527,male,group D,associate's degree,free/reduced,completed,71,72,74
27240,528,female,group E,associate's degree,free/reduced,none,60,74,71
27241,529,male,group D,some high school,standard,completed,63,61,64
27242,530,male,group C,some college,free/reduced,none,55,54,48
27243,531,female,group D,bachelor's degree,standard,completed,87,94,91
27244,532,male,group C,some college,standard,none,92,78,71
27245,533,male,group D,some high school,standard,none,87,72,68
27246,534,male,group C,some college,standard,none,69,66,62
27247,535,male,group C,some high school,standard,none,57,59,54
27248,536,male,group C,high school,standard,completed,80,74,78
27249,537,male,group A,high school,standard,none,78,70,67
27250,538,female,group E,some college,standard,completed,76,76,82
27251,539,female,group B,high school,standard,none,57,71,66
27252,540,male,group E,bachelor's degree,standard,none,100,80,85
27253,542,male,group C,some college,free/reduced,completed,54,46,52
27254,543,male,group C,high school,free/reduced,none,55,50,47
27255,544,male,group B,some high school,free/reduced,completed,51,52,52
27256,545,male,group C,bachelor's degree,standard,none,56,58,50
27257,546,female,group E,associate's degree,standard,none,68,69,72
27258,547,male,group D,some high school,standard,none,67,72,71
